,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,accessed_cityname
0,12782896775430144,12782896775430144,1291882654000.0,2010-12-09 03:17:34,-0400,"{'type': 'Point', 'coordinates': [13.75760176, 7.99512863]}","Field Manager, Tessaoua (Maradi), Niger, Save the Children UK @UNjobs #jobs  http://p11.org/WuIQX7T",en,['jobs'],[],70105196,70105196,UNjobs_Food,UNjobs Food,4,03,https://twitter.com/UNjobs_Food/status/12782896775430144,[],[],0,,False,0,0,0,,None,,"13.804,8.9886,75km",,,,,[],,,,,zinder
1,12312455015305216,12312455015305216,1291770492000.0,2010-12-07 20:08:12,-0400,"{'type': 'Point', 'coordinates': [14.00830129, 8.6854307]}",1b2b8d0aa0000000,in,[],[],61043461,61043461,googuns_prod,GooGuns,2,20,https://twitter.com/googuns_prod/status/12312455015305216,[],[],0,,False,0,0,0,,None,,"13.804,8.9886,75km",,,,,[],,,,,zinder
2,10425616276914176,10425616276914176,1291320635000.0,2010-12-02 15:10:35,-0400,"{'type': 'Point', 'coordinates': [13.81374353, 8.98647308]}","Programme Coordinator, Zinder, Niger, The Irish Red Cross Society @UNjobs #jobs  http://p11.org/WteAuvM",en,['jobs'],[],70105196,70105196,UNjobs_Food,UNjobs Food,4,15,https://twitter.com/UNjobs_Food/status/10425616276914176,[],[],0,,False,0,0,0,,None,,"13.804,8.9886,75km",,,,,[],,,,,zinder
3,29096359075,29096359075,1288364852000.0,2010-10-29 11:07:32,-0400,"{'type': 'Point', 'coordinates': [13.70632894, 9.54288611]}",b4eebbe440000000,nl,[],[],61043461,61043461,googuns_prod,GooGuns,5,11,https://twitter.com/googuns_prod/status/29096359075,[],[],0,,False,0,0,0,,None,,"13.804,8.9886,75km",,,,,[],,,,,zinder
4,26844961793,26844961793,1286632867000.0,2010-10-09 10:01:07,-0400,"{'type': 'Point', 'coordinates': [14.34319904, 7.54809672]}",d81e9aeca0000000,pt,[],[],61043461,61043461,googuns_prod,GooGuns,6,10,https://twitter.com/googuns_prod/status/26844961793,[],[],0,,False,0,0,0,,None,,"13.804,8.9886,75km",,,,,[],,,,,zinder
5,26818142412,26818142412,1286601968000.0,2010-10-09 01:26:08,-0400,"{'type': 'Point', 'coordinates': [13.67823154, 7.95507482]}",c2c83ceca0000000,fr,[],[],61043461,61043461,googuns_prod,GooGuns,6,01,https://twitter.com/googuns_prod/status/26818142412,[],[],0,,False,0,0,0,,None,,"13.804,8.9886,75km",,,,,[],,,,,zinder
0,26844961793,26844961793,1286632867000.0,2010-10-09 10:01:07,-0400,"{'type': 'Point', 'coordinates': [14.34319904, 7.54809672]}",d81e9aeca0000000,pt,[],[],61043461,61043461,googuns_prod,GooGuns,6,10,https://twitter.com/googuns_prod/status/26844961793,[],[],0,,False,0,0,0,,None,,"13.804,8.9886,75km",,,,,[],,,,,zinder
1,26818142412,26818142412,1286601968000.0,2010-10-09 01:26:08,-0400,"{'type': 'Point', 'coordinates': [13.67823154, 7.95507482]}",c2c83ceca0000000,fr,[],[],61043461,61043461,googuns_prod,GooGuns,6,01,https://twitter.com/googuns_prod/status/26818142412,[],[],0,,False,0,0,0,,None,,"13.804,8.9886,75km",,,,,[],,,,,zinder
