,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,accessed_cityname
0,285863037397782530,285863037397782530,1356990033000.0,2012-12-31 16:40:33,-0400,"{'type': 'Point', 'coordinates': [15, 5]}",Mon Dec 31 2012 21:40:33 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 000E020N Date: 2012-366,en,[],[],416661318,416661318,MODIS_GeoBliki,MODIS Flood Extent,1,16,https://twitter.com/MODIS_GeoBliki/status/285863037397782530,[],[],0,,False,0,0,0,,None,,"14.8939,5.2639,75km",,,,,[],,,,,tahoua
1,285860999297368066,285860999297368066,1356989547000.0,2012-12-31 16:32:27,-0400,"{'type': 'Point', 'coordinates': [15, 5]}",Mon Dec 31 2012 21:32:27 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 000E020N Date: 2012-366,en,[],[],416661318,416661318,MODIS_GeoBliki,MODIS Flood Extent,1,16,https://twitter.com/MODIS_GeoBliki/status/285860999297368066,[],[],0,,False,0,0,0,,None,,"14.8939,5.2639,75km",,,,,[],,,,,tahoua
2,285500963790393344,285500963790393344,1356903708000.0,2012-12-30 16:41:48,-0400,"{'type': 'Point', 'coordinates': [15, 5]}",Sun Dec 30 2012 21:41:48 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 000E020N Date: 2012-365,en,[],[],416661318,416661318,MODIS_GeoBliki,MODIS Flood Extent,7,16,https://twitter.com/MODIS_GeoBliki/status/285500963790393344,[],[],0,,False,0,0,0,,None,,"14.8939,5.2639,75km",,,,,[],,,,,tahoua
3,285499708665901056,285499708665901056,1356903409000.0,2012-12-30 16:36:49,-0400,"{'type': 'Point', 'coordinates': [15, 5]}",Sun Dec 30 2012 21:36:49 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 000E020N Date: 2012-365,en,[],[],416661318,416661318,MODIS_GeoBliki,MODIS Flood Extent,7,16,https://twitter.com/MODIS_GeoBliki/status/285499708665901056,[],[],0,,False,0,0,0,,None,,"14.8939,5.2639,75km",,,,,[],,,,,tahoua
4,285137833356832768,285137833356832768,1356817131000.0,2012-12-29 16:38:51,-0400,"{'type': 'Point', 'coordinates': [15, 5]}",Sat Dec 29 2012 21:38:51 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 000E020N Date: 2012-364,en,[],[],416661318,416661318,MODIS_GeoBliki,MODIS Flood Extent,6,16,https://twitter.com/MODIS_GeoBliki/status/285137833356832768,[],[],0,,False,0,0,0,,None,,"14.8939,5.2639,75km",,,,,[],,,,,tahoua
5,285136183556714496,285136183556714496,1356816738000.0,2012-12-29 16:32:18,-0400,"{'type': 'Point', 'coordinates': [15, 5]}",Sat Dec 29 2012 21:32:18 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 000E020N Date: 2012-364,en,[],[],416661318,416661318,MODIS_GeoBliki,MODIS Flood Extent,6,16,https://twitter.com/MODIS_GeoBliki/status/285136183556714496,[],[],0,,False,0,0,0,,None,,"14.8939,5.2639,75km",,,,,[],,,,,tahoua
6,284775116364201984,284775116364201984,1356730653000.0,2012-12-28 16:37:33,-0400,"{'type': 'Point', 'coordinates': [15, 5]}",Fri Dec 28 2012 21:37:33 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 000E020N Date: 2012-363,en,[],[],416661318,416661318,MODIS_GeoBliki,MODIS Flood Extent,5,16,https://twitter.com/MODIS_GeoBliki/status/284775116364201984,[],[],0,,False,0,0,0,,None,,"14.8939,5.2639,75km",,,,,[],,,,,tahoua
7,284773998406017025,284773998406017025,1356730386000.0,2012-12-28 16:33:06,-0400,"{'type': 'Point', 'coordinates': [15, 5]}",Fri Dec 28 2012 21:33:06 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 000E020N Date: 2012-363,en,[],[],416661318,416661318,MODIS_GeoBliki,MODIS Flood Extent,5,16,https://twitter.com/MODIS_GeoBliki/status/284773998406017025,[],[],0,,False,0,0,0,,None,,"14.8939,5.2639,75km",,,,,[],,,,,tahoua
8,284414150506065920,284414150506065920,1356644592000.0,2012-12-27 16:43:12,-0400,"{'type': 'Point', 'coordinates': [15, 5]}",Thu Dec 27 2012 21:43:12 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 000E020N Date: 2012-362,en,[],[],416661318,416661318,MODIS_GeoBliki,MODIS Flood Extent,4,16,https://twitter.com/MODIS_GeoBliki/status/284414150506065920,[],[],0,,False,0,0,0,,None,,"14.8939,5.2639,75km",,,,,[],,,,,tahoua
9,284412661033222145,284412661033222145,1356644237000.0,2012-12-27 16:37:17,-0400,"{'type': 'Point', 'coordinates': [15, 5]}",Thu Dec 27 2012 21:37:17 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 000E020N Date: 2012-362,en,[],[],416661318,416661318,MODIS_GeoBliki,MODIS Flood Extent,4,16,https://twitter.com/MODIS_GeoBliki/status/284412661033222145,[],[],0,,False,0,0,0,,None,,"14.8939,5.2639,75km",,,,,[],,,,,tahoua
10,284050539208118272,284050539208118272,1356557900000.0,2012-12-26 16:38:20,-0400,"{'type': 'Point', 'coordinates': [15, 5]}",Wed Dec 26 2012 21:38:20 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 000E020N Date: 2012-361,en,[],[],416661318,416661318,MODIS_GeoBliki,MODIS Flood Extent,3,16,https://twitter.com/MODIS_GeoBliki/status/284050539208118272,[],[],0,,False,0,0,0,,None,,"14.8939,5.2639,75km",,,,,[],,,,,tahoua
11,284049741300518912,284049741300518912,1356557710000.0,2012-12-26 16:35:10,-0400,"{'type': 'Point', 'coordinates': [15, 5]}",Wed Dec 26 2012 21:35:10 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 000E020N Date: 2012-361,en,[],[],416661318,416661318,MODIS_GeoBliki,MODIS Flood Extent,3,16,https://twitter.com/MODIS_GeoBliki/status/284049741300518912,[],[],0,,False,0,0,0,,None,,"14.8939,5.2639,75km",,,,,[],,,,,tahoua
12,283687910912434176,283687910912434176,1356471443000.0,2012-12-25 16:37:23,-0400,"{'type': 'Point', 'coordinates': [15, 5]}",Tue Dec 25 2012 21:37:23 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 000E020N Date: 2012-360,en,[],[],416661318,416661318,MODIS_GeoBliki,MODIS Flood Extent,2,16,https://twitter.com/MODIS_GeoBliki/status/283687910912434176,[],[],0,,False,0,0,0,,None,,"14.8939,5.2639,75km",,,,,[],,,,,tahoua
13,283687011112583168,283687011112583168,1356471228000.0,2012-12-25 16:33:48,-0400,"{'type': 'Point', 'coordinates': [15, 5]}",Tue Dec 25 2012 21:33:48 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 000E020N Date: 2012-360,en,[],[],416661318,416661318,MODIS_GeoBliki,MODIS Flood Extent,2,16,https://twitter.com/MODIS_GeoBliki/status/283687011112583168,[],[],0,,False,0,0,0,,None,,"14.8939,5.2639,75km",,,,,[],,,,,tahoua
14,283325534056898561,283325534056898561,1356385045000.0,2012-12-24 16:37:25,-0400,"{'type': 'Point', 'coordinates': [15, 5]}",Mon Dec 24 2012 21:37:25 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 000E020N Date: 2012-359,en,[],[],416661318,416661318,MODIS_GeoBliki,MODIS Flood Extent,1,16,https://twitter.com/MODIS_GeoBliki/status/283325534056898561,[],[],0,,False,0,0,0,,None,,"14.8939,5.2639,75km",,,,,[],,,,,tahoua
15,283324620243890177,283324620243890177,1356384828000.0,2012-12-24 16:33:48,-0400,"{'type': 'Point', 'coordinates': [15, 5]}",Mon Dec 24 2012 21:33:47 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 000E020N Date: 2012-359,en,[],[],416661318,416661318,MODIS_GeoBliki,MODIS Flood Extent,1,16,https://twitter.com/MODIS_GeoBliki/status/283324620243890177,[],[],0,,False,0,0,0,,None,,"14.8939,5.2639,75km",,,,,[],,,,,tahoua
16,282962535030861824,282962535030861824,1356298500000.0,2012-12-23 16:35:00,-0400,"{'type': 'Point', 'coordinates': [15, 5]}",Sun Dec 23 2012 21:35:00 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 000E020N Date: 2012-358,en,[],[],416661318,416661318,MODIS_GeoBliki,MODIS Flood Extent,7,16,https://twitter.com/MODIS_GeoBliki/status/282962535030861824,[],[],0,,False,0,0,0,,None,,"14.8939,5.2639,75km",,,,,[],,,,,tahoua
17,282961792584519680,282961792584519680,1356298323000.0,2012-12-23 16:32:03,-0400,"{'type': 'Point', 'coordinates': [15, 5]}",Sun Dec 23 2012 21:32:03 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 000E020N Date: 2012-358,en,[],[],416661318,416661318,MODIS_GeoBliki,MODIS Flood Extent,7,16,https://twitter.com/MODIS_GeoBliki/status/282961792584519680,[],[],0,,False,0,0,0,,None,,"14.8939,5.2639,75km",,,,,[],,,,,tahoua
18,281875829363974147,281875829363974147,1356039409000.0,2012-12-20 16:36:49,-0400,"{'type': 'Point', 'coordinates': [15, 5]}",Thu Dec 20 2012 21:36:49 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 000E020N Date: 2012-355,en,[],[],416661318,416661318,MODIS_GeoBliki,MODIS Flood Extent,4,16,https://twitter.com/MODIS_GeoBliki/status/281875829363974147,[],[],0,,False,0,0,0,,None,,"14.8939,5.2639,75km",,,,,[],,,,,tahoua
19,281874384065548288,281874384065548288,1356039064000.0,2012-12-20 16:31:04,-0400,"{'type': 'Point', 'coordinates': [15, 5]}",Thu Dec 20 2012 21:31:04 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 000E020N Date: 2012-355,en,[],[],416661318,416661318,MODIS_GeoBliki,MODIS Flood Extent,4,16,https://twitter.com/MODIS_GeoBliki/status/281874384065548288,[],[],0,,False,0,0,0,,None,,"14.8939,5.2639,75km",,,,,[],,,,,tahoua
20,281512591329742849,281512591329742849,1355952806000.0,2012-12-19 16:33:26,-0400,"{'type': 'Point', 'coordinates': [15, 5]}",Wed Dec 19 2012 21:33:26 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 000E020N Date: 2012-354,en,[],[],416661318,416661318,MODIS_GeoBliki,MODIS Flood Extent,3,16,https://twitter.com/MODIS_GeoBliki/status/281512591329742849,[],[],0,,False,0,0,0,,None,,"14.8939,5.2639,75km",,,,,[],,,,,tahoua
21,281151332868558848,281151332868558848,1355866675000.0,2012-12-18 16:37:55,-0400,"{'type': 'Point', 'coordinates': [15, 5]}",Tue Dec 18 2012 21:37:55 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 000E020N Date: 2012-353,en,[],[],416661318,416661318,MODIS_GeoBliki,MODIS Flood Extent,2,16,https://twitter.com/MODIS_GeoBliki/status/281151332868558848,[],[],0,,False,0,0,0,,None,,"14.8939,5.2639,75km",,,,,[],,,,,tahoua
